   -1 inaro.wallpaper call            surfaceflinger
    2 30.517          200.09576       binder_transaction_buffer_release
    3 30.517          200.09579       binder_dec_node
    2 61.035          200.09579       binder_free_buf
    3 0.000           200.09579       binder_update_page_range
    3 0.000           200.09582       binder_delete_free_buffer
    3 30.517          200.09582       binder_insert_free_buffer
    1 66436.76        200.09585       binder_thread_read
    2 0.000           200.09585       binder_set_nice
    2 91.553          200.09585       binder_ioctl
    3 0.000           200.09588       binder_get_thread
    3 61.035          200.09588       binder_thread_write
    4 0.000           200.09588       binder_transaction_buffer_release
    4 61.035          200.09591       binder_free_buf
    5 0.000           200.09591       binder_update_page_range
    5 0.000           200.09591       binder_delete_free_buffer
    5 30.517          200.09591       binder_insert_free_buffer
    2 274.658         200.11557       binder_ioctl
    3 152.588         200.11572       binder_get_thread
    3 61.035          200.11572       binder_thread_write
    4 61.035          200.11572       binder_transaction
    5 0.000           200.11575       binder_update_page_range
    5 0.000           200.11575       binder_insert_free_buffer
    5 0.000           200.11575       binder_inc_node
    3 0.000           200.11584       binder_thread_read
    2 66345.21        200.11584       binder_ioctl
    3 0.000           200.11587       binder_get_thread
    3 305.175         200.11587       binder_thread_read
    3 30.518          200.11593       binder_set_nice
    1 152.587         200.11602       binder_ioctl
    2 0.000           200.11602       binder_get_thread
    2 91.553          200.11605       binder_thread_write
    3 91.553          200.11605       binder_transaction
    4 0.000           200.11605       binder_set_nice
    4 0.000           200.11608       binder_update_page_range
    4 0.000           200.11608       binder_insert_free_buffer
    4 61.035          200.11608       binder_pop_transaction
    2 30.517          200.11614       binder_thread_read
    1 91.553          200.11621       binder_ioctl
    2 366.211         200.11621       binder_get_thread
    2                 200.11621       binder_thread_write
    2 0.000           200.11624       binder_transaction_buffer_release
    3 0.000           200.11624       binder_dec_node
    2 30.517          200.11624       binder_free_buf
    3 30.517          200.11627       binder_update_page_range
    3 0.000           200.11627       binder_delete_free_buffer
    3 0.000           200.11627       binder_insert_free_buffer
    1 66772.46        200.11630       binder_thread_read
    2 0.000           200.11630       binder_set_nice
    2 67810.05        200.12796       binder_ioctl
    3 0.000           200.12796       binder_get_thread
    3 183.105         200.12796       binder_thread_write
    4 0.000           200.12799       binder_transaction_buffer_release
    4 30.518          200.12799       binder_free_buf
    5 0.000           200.12799       binder_update_page_range
    5 0.000           200.12802       binder_delete_free_buffer
    5 0.000           200.12802       binder_insert_free_buffer
    4 91.553          200.12805       binder_transaction
    5 0.000           200.12805       binder_update_page_range
    5 30.518          200.12808       binder_insert_free_buffer
    5 0.000           200.12808       binder_inc_node
    3 67687.98        200.12820       binder_thread_read
    4 0.000           200.12823       binder_set_nice
    2 152.588         200.12841       binder_ioctl
    3 0.000           200.12841       binder_get_thread
    3 91.553          200.12844       binder_thread_write
    4 91.553          200.12844       binder_transaction
    5 0.000           200.12844       binder_set_nice
    5 0.000           200.12847       binder_update_page_range
    5 0.000           200.12847       binder_insert_free_buffer
    5 61.036          200.12847       binder_pop_transaction
    3 30.517          200.12854       binder_thread_read
    2 1434.327        200.12857       binder_ioctl
    3 0.000           200.12857       binder_get_thread
    3 61.035          200.12863       binder_thread_write
    4 0.000           200.12863       binder_transaction_buffer_release
    5 0.000           200.12863       binder_dec_node
    4 30.517          200.12866       binder_free_buf
    5 0.000           200.12866       binder_update_page_range
    5 0.000           200.12866       binder_delete_free_buffer
    5 30.517          200.12866       binder_insert_free_buffer
    3 518.799         200.12869       binder_thread_read
    4 0.000           200.12869       binder_set_nice
    2 91.552          200.12890       binder_ioctl
    3 0.000           200.12890       binder_get_thread
    3 61.035          200.12890       binder_thread_write
    4 0.000           200.12893       binder_transaction_buffer_release
    4 30.518          200.12893       binder_free_buf
    5 0.000           200.12893       binder_update_page_range
    5 30.518          200.12896       binder_delete_free_buffer
    5 0.000           200.12896       binder_insert_free_buffer
    2 122.070         200.14883       binder_ioctl
    3 0.000           200.14883       binder_get_thread
    3 122.070         200.14883       binder_thread_write
    4 91.552          200.14886       binder_transaction
    5 0.000           200.14886       binder_update_page_range
    5 30.517          200.14889       binder_insert_free_buffer
    5 0.000           200.14889       binder_inc_node
    3 0.000           200.14895       binder_thread_read
    2 66680.90        200.14898       binder_ioctl
    3 0.000           200.14898       binder_get_thread
    3 335.693         200.14904       binder_thread_read
    3 0.000           200.14904       binder_set_nice
    1 335.693         200.14916       binder_ioctl
    2 0.000           200.14916       binder_get_thread
    2 122.071         200.14916       binder_thread_write
    3 91.553          200.14920       binder_transaction
    4 0.000           200.14920       binder_set_nice
    4 0.000           200.14920       binder_update_page_range
    4 0.000           200.14923       binder_insert_free_buffer
    4 0.000           200.14923       binder_pop_transaction
    2 0.000           200.14929       binder_thread_read
    1                 200.14932       binder_ioctl
